Crop,Crop_Year,Season,State,Area,Production,Annual_Rainfall,Fertilizer,Pesticide,Yield,Rainfall_Bin,Yield_log,Pesticide_log,Fertilizer_log
masoor,2006,Rabi       ,Uttar Pradesh,615721.0,433856,590.5,78633728.91,135458.62,0.778428571,Low,0.5757301491033523,11.816428867508796,18.180311299062907
onion,2006,Rabi       ,Uttar Pradesh,7525.0,144345,590.5,961017.75,1655.5,19.17927536,Low,3.004656105460111,7.4124622217399505,13.775749198688212
onion,2006,Summer     ,Uttar Pradesh,13173.0,153400,590.5,1682323.83,2898.06,11.64536232,Low,2.5372905329340503,7.972141825499477,14.335687222153702
other  rabi pulses,2006,Rabi       ,Uttar Pradesh,419943.0,405970,590.5,53630920.53,92387.46,1.019714286,Low,0.7029560588349116,11.433757358055257,17.79763635391795
other kharif pulses,2006,Kharif     ,Uttar Pradesh,606775.0,330090,590.5,77491235.25,133490.5,0.543857143,Low,0.43428392335824784,11.801793084383409,18.165675407284315
potato,2006,Rabi       ,Uttar Pradesh,469301.0,10247912,590.5,59934430.71,103246.22,20.56657143,Low,3.071144496909366,11.54488158552133,17.908761717806467
rapeseed &mustard,2006,Rabi       ,Uttar Pradesh,599187.0,612604,590.5,76522171.77,131821.14,0.904857143,Low,0.6444070152155511,11.789208868733775,18.15309109693195
rice,2006,Kharif     ,Uttar Pradesh,5902577.0,11082993,590.5,753818108.7,1298566.94,1.846,Low,1.0459144996676606,14.076772630626094,20.440661663051042
rice,2006,Summer     ,Uttar Pradesh,18175.0,40620,590.5,2321129.25,3998.5,1.995,Low,1.0969442315674127,8.293924632288876,14.657564801734578
sannhamp,2006,Kharif     ,Uttar Pradesh,3248.0,903,590.5,414802.08,714.56,0.292142857,Low,0.2563019696813868,6.573065452923014,12.93555918057513
sesamum,2006,Kharif     ,Uttar Pradesh,140351.0,23629,590.5,17924226.21,30877.22,0.16484375,Low,0.1525869578510756,10.337806359990275,16.70166383110776
small millets,2006,Kharif     ,Uttar Pradesh,17136.0,10517,590.5,2188438.56,3769.92,0.65969697,Low,0.5066350375117314,8.23507428250137,14.598699318142398
soyabean,2006,Kharif     ,Uttar Pradesh,7494.0,7314,590.5,957058.74,1648.68,0.982173913,Low,0.6841941782742658,7.408336608692011,13.771621092729204
sugarcane,2006,Kharif     ,Uttar Pradesh,2246520.0,133949379,590.5,286903069.2,494234.4,51.90457143,Low,3.9684897515766924,13.110767200889931,19.47465498218398
sunflower,2006,Summer     ,Uttar Pradesh,13783.0,20608,590.5,1760226.93,3032.26,1.47,Low,0.9042181506398859,8.017393227720415,14.380953864311016
sweet potato,2006,Kharif     ,Uttar Pradesh,18853.0,257323,590.5,2407716.63,4147.66,13.64421875,Low,2.6840456330049296,8.330540669517774,14.694189815245934
tobacco,2006,Rabi       ,Uttar Pradesh,23227.0,123614,590.5,2966320.17,5109.94,5.3048,Low,1.8413112480573028,8.539138619313734,14.902833079701757
tobacco,2006,Summer     ,Uttar Pradesh,490.0,1445,590.5,62577.9,107.8,2.972857143,Low,1.3794855192265185,4.689511334421843,11.044183439567588
turmeric,2006,Rabi       ,Uttar Pradesh,1625.0,5526,590.5,207528.75,357.5,3.393243243,Low,1.4800677340503225,5.881928660039675,12.243029981869869
wheat,2006,Rabi       ,Uttar Pradesh,9197642.0,25443428,590.5,1174630860.0,2023481.24,2.725428571,Low,1.3151818978309278,14.520330466387783,20.88421977433261
arhar/tur,2006,Kharif     ,Uttarakhand,1827.0,995,1178.9,233326.17,401.94,0.666666667,Medium,0.5108256239659907,5.998787667487763,12.360196910722854
bajra,2006,Kharif     ,Uttarakhand,11.0,13,1178.9,1404.81,2.42,1.11,Medium,0.7466879474879752,1.2296405510745139,7.2483689281039
barley,2006,Rabi       ,Uttarakhand,24080.0,27699,1178.9,3075256.8,5297.6,1.233846154,Medium,0.8037248325639291,8.575197913702812,14.93889929310697
garlic,2006,Whole Year ,Uttarakhand,2382.0,16735,1178.9,304205.22,524.04,5.73173913,Medium,1.9068335248350088,6.263474450165467,12.625461105672585
gram,2006,Rabi       ,Uttarakhand,877.0,674,1178.9,112001.67,192.94,0.589166667,Medium,0.4632097700340809,5.2675488328764,11.626277989278794
groundnut,2006,Kharif     ,Uttarakhand,1749.0,1888,1178.9,223364.79,384.78,1.008,Medium,0.6971392018294827,5.955267258796094,12.316566020498104
horse-gram,2006,Kharif     ,Uttarakhand,9523.0,6745,1178.9,1216182.33,2095.06,0.695454545,Medium,0.5279508730233575,7.647814670985416,14.011228094947011
linseed,2006,Rabi       ,Uttarakhand,40.0,15,1178.9,5108.4,8.8,0.38,Medium,0.3220834991691133,2.2823823856765264,8.538837259474109
maize,2006,Kharif     ,Uttarakhand,27163.0,35850,1178.9,3468986.73,5975.86,1.138461538,Medium,0.7600866630192273,8.69565062542796,15.059373388903255
maize,2006,Rabi       ,Uttarakhand,81.0,131,1178.9,10344.51,17.82,1.626666667,Medium,0.9657156153285816,2.9349201341572337,9.244307888142826
masoor,2006,Rabi       ,Uttarakhand,12677.0,5846,1178.9,1618979.67,2788.94,0.550769231,Medium,0.4387510858904406,7.933775369207823,14.297307293119689
moong(green gram),2006,Kharif     ,Uttarakhand,2.0,2,1178.9,255.42,0.44,1.0,Medium,0.6931471805599453,0.3646431135879093,5.546816725124555
moong(green gram),2006,Rabi       ,Uttarakhand,30.0,13,1178.9,3831.3,6.6,0.43,Medium,0.35767444427181594,2.028148247292285,8.251220424126606
moth,2006,Kharif     ,Uttarakhand,10.0,3,1178.9,1277.1,2.2,0.3,Medium,0.262364264467491,1.1631508098056809,7.153129879137668
onion,2006,Whole Year ,Uttarakhand,2116.0,11886,1178.9,270234.36,465.52,6.464615385,Medium,2.010173907225783,6.145300891822849,12.50704856197119
other  rabi pulses,2006,Rabi       ,Uttarakhand,50.0,18,1178.9,6385.5,11.0,0.298333333,Medium,0.2610813903978625,2.4849066497880004,8.761941666482832
other cereals,2006,Kharif     ,Uttarakhand,4615.0,1971,1178.9,589381.65,1015.3,0.43625,Medium,0.3620355501808284,6.923923860143721,13.286830912137159
other cereals,2006,Rabi       ,Uttarakhand,682.0,407,1178.9,87098.22,150.04,0.51,Medium,0.412109650826833,5.01754470239719,11.374803207576615
other kharif pulses,2006,Kharif     ,Uttarakhand,12863.0,7757,1178.9,1642733.73,2829.86,0.631818182,Medium,0.4896948422473379,7.948335831398799,14.311872929328082
peas & beans (pulses),2006,Rabi       ,Uttarakhand,5003.0,4902,1178.9,638933.13,1100.66,0.772307692,Medium,0.5722824781925426,7.00457341216215,13.367556645104163
potato,2006,Kharif     ,Uttarakhand,8274.0,83792,1178.9,1056672.54,1820.28,9.942727273,Medium,2.392675059618196,7.507294829576907,13.870636361896059
potato,2006,Rabi       ,Uttarakhand,7099.0,77930,1178.9,906613.29,1561.78,9.773846154,Medium,2.3771215447801146,7.354221565556155,13.71747237955306
ragi,2006,Kharif     ,Uttarakhand,125640.0,171181,1178.9,16045484.4,27640.8,1.390909091,Medium,0.8716736664233711,10.227084398771325,16.590938084483582
rapeseed &mustard,2006,Rabi       ,Uttarakhand,13480.0,7582,1178.9,1721530.8,2965.6,0.453846154,Medium,0.37421256470988007,7.995171794889512,14.358725033852668
rice,2006,Kharif     ,Uttarakhand,273662.0,540128,1178.9,34949374.02,60205.64,1.645384615,Medium,0.972816466837247,11.005537924217746,17.369411144366897
rice,2006,Rabi       ,Uttarakhand,9923.0,31208,1178.9,1267266.33,2183.06,3.145,Medium,1.4219027885872582,7.688940809014905,14.052373431522211
sesamum,2006,Kharif     ,Uttarakhand,1799.0,431,1178.9,229750.29,395.78,0.233076923,Medium,0.2095126090975418,5.983381970914626,12.344752655000866
small millets,2006,Kharif     ,Uttarakhand,71050.0,84239,1178.9,9073795.5,15631.0,1.161818182,Medium,0.7709496185483695,9.657075374282565,16.020901312240877
soyabean,2006,Kharif     ,Uttarakhand,9327.0,12329,1178.9,1191151.17,2051.94,0.994166667,Medium,0.6902262522994358,7.627028191068236,13.990431606758687
sugarcane,2006,Whole Year ,Uttarakhand,118869.0,7267238,1178.9,15180759.99,26151.18,61.44,Medium,4.134206095647231,10.171687831219149,16.53553945976878
sunflower,2006,Kharif     ,Uttarakhand,47.0,57,1178.9,6002.37,10.34,1.23,Medium,0.8020015854720274,2.428336298299606,8.700076257201175
tobacco,2006,Whole Year ,Uttarakhand,13.0,44,1178.9,1660.23,2.86,2.857142857,Medium,1.3499267169119786,1.3506671834767394,7.415313570827821
turmeric,2006,Whole Year ,Uttarakhand,207.0,475,1178.9,26435.97,45.54,1.915,Medium,1.0698698198024557,3.8403121578741457,10.182518688306361
urad,2006,Kharif     ,Uttarakhand,10941.0,7023,1178.9,1397275.11,2407.02,0.634615385,Medium,0.49140753814418325,7.786560112042061,14.15003526366338
urad,2006,Rabi       ,Uttarakhand,335.0,211,1178.9,42782.85,73.7,0.63,Medium,0.48858001481867097,4.3134800921387715,10.663915973911978
wheat,2006,Rabi       ,Uttarakhand,377870.0,796548,1178.9,48257777.7,83131.4,1.760769231,Medium,1.015509347781568,11.328189796552273,17.692067589335583
other oilseeds,2006,Kharif     ,Uttarakhand,831.0,451,1178.9,106127.01,182.82,0.587,Medium,0.461845441544272,5.213957017929963,11.572401285991173
other oilseeds,2006,Rabi       ,Uttarakhand,1035.0,540,1178.9,132179.85,227.7,0.336666667,Medium,0.29017895289974466,5.432411101028736,11.791926339628674
arhar/tur,2006,Rabi       ,Jharkhand,15909.83,20344,1465.1,2031844.389,3500.1626,1.448636364,High,0.8955312834826322,8.160850363749361,14.524454996695113
gram,2006,Rabi       ,Jharkhand,14224.57,10445,1465.1,1816619.835,3129.4054,0.758636364,High,0.5645387155608775,8.048917795913882,14.412488649212708
maize,2006,Autumn     ,Jharkhand,75712.78,116029,1465.1,9669279.134,16656.8116,1.457272727,High,0.8990520873789979,9.72063455055019,16.084464421431967
masoor,2006,Rabi       ,Jharkhand,4190.51,2518,1465.1,535170.0321,921.9122,0.493571429,High,0.40117018411222766,6.827534105384505,13.190341660957632
onion,2006,Rabi       ,Jharkhand,2914.72,16719,1465.1,372238.8912,641.2384,5.84,High,1.922787731634459,6.464959574324352,12.82729379423394
potato,2006,Rabi       ,Jharkhand,13341.72,108295,1465.1,1703871.061,2935.1784,8.043636364,High,2.202061346177042,7.984864150831193,14.348413901979866
potato,2006,Winter     ,Jharkhand,20693.26,157358,1465.1,2642736.235,4552.5172,7.690909091,High,2.1622775472694453,8.423655224314894,14.787325769423425
ragi,2006,Autumn     ,Jharkhand,32829.89,25216,1465.1,4192705.252,7222.5758,0.827727273,High,0.6030732677000834,8.885105372442448,15.248856966937542
rapeseed &mustard,2006,Rabi       ,Jharkhand,17701.5,11787,1465.1,2260658.565,3894.33,0.655714286,High,0.5042325084689097,8.267533678721108,14.631167171590961
rice,2006,Autumn     ,Jharkhand,183635.05,254351,1465.1,23452032.24,40399.711,1.274545455,High,0.8217802324402346,10.606602662804281,16.970467754428363
rice,2006,Winter     ,Jharkhand,995583.37,1175595,1465.1,127145952.2,219028.3414,1.208181818,High,0.7921694701333721,12.296960978819687,18.6608462223499
sugarcane,2006,Whole Year ,Jharkhand,587.89,26102,1465.1,75079.4319,129.3358,38.04833333,High,3.6648001949651294,4.870114196969367,11.226315243214533
wheat,2006,Rabi       ,Jharkhand,124418.04,163905,1465.1,15889427.89,27371.9688,1.280454545,High,0.8243747849385235,10.217311265279156,16.581164596394363
arhar/tur,2007,Kharif     ,Andhra Pradesh,463000.0,302000,1004.2,61764200.0,74080.0,0.635714286,Medium,0.49207958111960787,11.212914368149038,17.938834482740504
bajra,2007,Kharif     ,Andhra Pradesh,60000.0,81000,1004.2,8004000.0,9600.0,1.391538462,Medium,0.8719368668021138,9.169622538697624,15.895452099623284
bajra,2007,Rabi       ,Andhra Pradesh,14000.0,11000,1004.2,1867600.0,2240.0,0.9175,Medium,0.6510222542592742,7.714677473800927,14.440165277525338
castor seed,2007,Kharif     ,Andhra Pradesh,199000.0,129000,1004.2,26546600.0,31840.0,0.563636364,Medium,0.4470141112535949,10.368510046500305,17.09441227485776
cotton(lint),2007,Kharif     ,Andhra Pradesh,1134000.0,3489000,1004.2,151275600.0,181440.0,2.668,Medium,1.2996465543942184,12.108685810970181,18.83461390336181
dry chillies,2007,Kharif     ,Andhra Pradesh,174000.0,636000,1004.2,23211600.0,27840.0,2.807894737,Medium,1.3370764739525174,10.234265033343494,16.960162754760095
dry chillies,2007,Rabi       ,Andhra Pradesh,49000.0,133000,1004.2,6536600.0,7840.0,2.566111111,Medium,1.2714756773963647,8.967121656230923,15.692927863559007
gram,2007,Rabi       ,Andhra Pradesh,630000.0,912000,1004.2,84042000.0,100800.0,1.28,Medium,0.8241754429663494,11.520903555205116,18.24682724374805
groundnut,2007,Kharif     ,Andhra Pradesh,1500000.0,2036000,1004.2,200100000.0,240000.0,1.334285714,Medium,0.8477059402541445,12.388398368982115,19.11432780455146
groundnut,2007,Rabi       ,Andhra Pradesh,295000.0,567000,1004.2,39353000.0,47200.0,1.96952381,Medium,1.088401606626512,10.762170357789895,17.488082794214503
horse-gram,2007,Kharif     ,Andhra Pradesh,7000.0,4000,1004.2,933800.0,1120.0,0.585,Medium,0.46058440732924394,7.02197642307216,13.747018632411525
horse-gram,2007,Rabi       ,Andhra Pradesh,43000.0,21000,1004.2,5736200.0,6880.0,0.486363636,Medium,0.3963326243002436,8.83651926920248,15.562307702488647
jowar,2007,Kharif     ,Andhra Pradesh,143000.0,203000,1004.2,19076200.0,22880.0,1.455714286,Medium,0.8984176704557914,10.038062150832348,16.76395209514491
jowar,2007,Rabi       ,Andhra Pradesh,188000.0,263000,1004.2,25079200.0,30080.0,1.375384615,Medium,0.8651593675331216,10.311649022192036,17.037549415167287
maize,2007,Kharif     ,Andhra Pradesh,519000.0,2377000,1004.2,69234600.0,83040.0,4.237,Medium,1.6557488152973507,11.327089740716417,18.053011310073195
maize,2007,Rabi       ,Andhra Pradesh,267000.0,1754000,1004.2,35617800.0,42720.0,6.2215,Medium,1.9770626875590844,10.662445881599808,17.38835609893976
mesta,2007,Kharif     ,Andhra Pradesh,57000.0,501000,1004.2,7603800.0,9120.0,8.165,Medium,2.2153918812916684,9.118334726180159,15.844158811811393
moong(green gram),2007,Kharif     ,Andhra Pradesh,286000.0,140000,1004.2,38152400.0,45760.0,0.424210526,Medium,0.353617643354472,10.731187478961756,17.457099249494185
moong(green gram),2007,Rabi       ,Andhra Pradesh,152000.0,52000,1004.2,20276800.0,24320.0,0.500769231,Medium,0.4059777973272504,10.099095453655817,16.82498798262738
onion,2007,Kharif     ,Andhra Pradesh,23000.0,370000,1004.2,3068200.0,3680.0,13.81571429,Medium,2.6956883938355976,8.210939733379021,14.936601954316751
onion,2007,Rabi       ,Andhra Pradesh,14000.0,270000,1004.2,1867600.0,2240.0,18.07142857,Medium,2.9481913287100845,7.714677473800927,14.440165277525338
other  rabi pulses,2007,Rabi       ,Andhra Pradesh,3000.0,4000,1004.2,400200.0,480.0,1.25,Medium,0.8109302162163288,6.175867270105761,12.899722199879273
other kharif pulses,2007,Kharif     ,Andhra Pradesh,6000.0,3000,1004.2,800400.0,960.0,0.5,Medium,0.4054651081081644,6.8679744089702925,13.592868131066247
ragi,2007,Kharif     ,Andhra Pradesh,48000.0,59000,1004.2,6403200.0,7680.0,1.445714286,Medium,0.8943372217751052,8.946505025998682,15.672308579543452
ragi,2007,Rabi       ,Andhra Pradesh,7000.0,8000,1004.2,933800.0,1120.0,1.1,Medium,0.7419373447293773,7.02197642307216,13.747018632411525
rice,2007,Kharif     ,Andhra Pradesh,2578000.0,8191000,1004.2,343905200.0,412480.0,3.094545455,Medium,1.4096557111440768,12.92994542308999,19.65587659887057
rice,2007,Rabi       ,Andhra Pradesh,1406000.0,5133000,1004.2,187560400.0,224960.0,3.159090909,Medium,1.4252965189013018,12.323682332829266,19.049611490165887
sesamum,2007,Kharif     ,Andhra Pradesh,82000.0,18000,1004.2,10938800.0,13120.0,0.177857143,Medium,0.16369680707753453,9.481969279105716,16.207826751145614
sesamum,2007,Rabi       ,Andhra Pradesh,31000.0,8000,1004.2,4135400.0,4960.0,0.244545455,Medium,0.21877036686721707,8.509362612301048,15.235094858763354
small millets,2007,Kharif     ,Andhra Pradesh,35000.0,22000,1004.2,4669000.0,5600.0,0.727142857,Medium,0.546468515488675,8.630700432209832,15.356455688131676
sugarcane,2007,Whole Year ,Andhra Pradesh,247000.0,20182000,1004.2,32949800.0,39520.0,83.4125,Medium,4.43571549490096,10.584587455185398,17.310495779440835
sunflower,2007,Kharif     ,Andhra Pradesh,116000.0,73000,1004.2,15474400.0,18560.0,0.66625,Medium,0.5105755925107813,9.828817884199099,16.554697668192883
sunflower,2007,Rabi       ,Andhra Pradesh,310000.0,364000,1004.2,41354000.0,49600.0,1.32875,Medium,0.8453316429336611,10.811766273800105,17.53767973412431
tobacco,2007,Whole Year ,Andhra Pradesh,120000.0,175000,1004.2,16008000.0,19200.0,1.529166667,Medium,0.9278898678493026,9.862717639992917,16.58859921771447
urad,2007,Kharif     ,Andhra Pradesh,96000.0,49000,1004.2,12806400.0,15360.0,0.534375,Medium,0.42812313200074836,9.639587108749145,16.36545568201745
urad,2007,Rabi       ,Andhra Pradesh,407000.0,201000,1004.2,54293800.0,65120.0,0.6,Medium,0.4700036292457356,11.084002356823872,17.809920616324565
wheat,2007,Rabi       ,Andhra Pradesh,8000.0,8000,1004.2,1067200.0,1280.0,1.0,Medium,0.6931471805599453,7.155396301896734,13.880549891174542
arhar/tur,2007,Kharif     ,Bihar,30860.0,42667,1600.2,4116724.0,4937.6,1.278648649,High,0.8235825694445527,8.504837169206654,15.230568502310243
bajra,2007,Kharif     ,Bihar,3497.0,3856,1600.2,466499.8,559.52,1.045,High,0.7153977894947651,6.3288649243020165,13.053015014166244
banana,2007,Whole Year ,Bihar,17872.0,233609,1600.2,2384124.8,2859.52,15.2126087,High,2.785789254323247,7.958758705468794,14.684343074231547
barley,2007,Rabi       ,Bihar,15402.0,18513,1600.2,2054626.8,2464.32,1.192647059,High,0.7851095166750689,7.810076895495454,14.535605270286993
castor seed,2007,Kharif     ,Bihar,203.0,194,1600.2,27080.2,32.48,0.9775,High,0.6818334206596719,3.5109482456212744,10.206595039190645
coriander,2007,Whole Year ,Bihar,2167.0,1573,1600.2,289077.8,346.72,0.736666667,High,0.5519675672891045,5.851397558210864,12.57445459428826
dry chillies,2007,Whole Year ,Bihar,2680.0,3534,1600.2,357512.0,428.8,1.106206897,High,0.7448886505767933,6.06331998420841,12.786927004091423
garlic,2007,Whole Year ,Bihar,2502.0,3615,1600.2,333766.8,400.32,1.448,High,0.8952713646500796,5.994759114057412,12.718200820607757
ginger,2007,Kharif     ,Bihar,699.0,1075,1600.2,93246.6,111.84,1.644545455,High,0.9724991998806201,4.725970886133796,11.443013599909438
gram,2007,Rabi       ,Bihar,64105.0,63473,1600.2,8551607.0,10256.8,1.088235294,High,0.736319352368816,9.235793670781177,15.961629893405403
groundnut,2007,Kharif     ,Bihar,1207.0,868,1600.2,161013.8,193.12,0.683333333,High,0.520775954421139,5.268476524537015,11.989251565207551
jowar,2007,Kharif     ,Bihar,3426.0,3761,1600.2,457028.4,548.16,1.086428571,High,0.7354537865789819,6.308389838029404,13.032503000411028
jute,2007,Kharif     ,Bihar,131627.0,1242849,1600.2,17559041.8,21060.32,9.998571429,High,2.397765394273611,9.955193461786457,16.681079634434937
khesari,2007,Rabi       ,Bihar,98114.0,82348,1600.2,13088407.6,15698.24,0.803684211,High,0.5898313569826974,9.6613675825214,16.387237556775002
linseed,2007,Rabi       ,Bihar,27507.0,22691,1600.2,3669433.8,4401.12,0.828108108,High,0.6032816113270185,8.38984152205106,15.115548202721104
maize,2007,Autumn     ,Bihar,263299.0,321402,1600.2,35124086.6,42127.84,1.305526316,High,0.8353089870432004,10.648487820770121,17.374397709480096
maize,2007,Rabi       ,Bihar,214521.0,858245,1600.2,28617101.4,34323.36,3.763611111,High,1.5610060173886207,10.443610585160089,17.169515083081677
maize,2007,Summer     ,Bihar,181481.0,623215,1600.2,24209565.4,29036.96,3.207142857,High,1.4367837610083265,10.276359218537346,17.002258418799293
masoor,2007,Rabi       ,Bihar,158487.0,126134,1600.2,21142165.8,25357.92,0.779736842,High,0.5764655118013174,10.140885820893532,16.866780030788657
